BQ-00001 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00132 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00133 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00134 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00135 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00136 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00137 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00138 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00139 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00140 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00141 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00142 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00143 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00144 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00145 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00146 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00147 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00148 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00149 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00150 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00151 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00152 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00153 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00154 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00155 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00156 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00157 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00158 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00159 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00160 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00161 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00162 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00163 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00164 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00165 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00166 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00167 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00168 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00169 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00170 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00171 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00172 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00173 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00174 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00175 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00176 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00177 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00178 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00179 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00180 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00181 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00182 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00183 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00184 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00185 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00186 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00187 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00188 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00189 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00190 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00191 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00192 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00193 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00194 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00195 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00196 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00197 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00198 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00199 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00200 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00201 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00202 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00203 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00204 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00205 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00206 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00207 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00208 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00209 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00210 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00211 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00212 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00213 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00214 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00215 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00216 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00217 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00218 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00219 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00220 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00221 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00222 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00223 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00224 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00225 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00226 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00227 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00228 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00229 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00230 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00231 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00232 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00233 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00234 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00235 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00236 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00237 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00238 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00239 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00240 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00241 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00242 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00243 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00244 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00245 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00246 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00247 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00248 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00249 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00250 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00251 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00252 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00253 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00254 | LEGACY_UNPARTITIONED_FULL_SCAN | 2024 | 450.5 | 42 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00255 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00256 | LEGACY_UNPARTITIONED_FULL_SCAN | 2025 | 820.2 | 89 | CRITICAL_BILLING_RUNAWAY_HAZARD | EXECUTE_AUTOMATED_BIGQUERY_PARTITION_CLUSTER_MIGRATION | 402
BQ-00257 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00258 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00259 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 8.1 | 1 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00260 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00261 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
BQ-00262 | OPTIMIZED_PARTITIONED_CLUSTERED | 2026 | 12.4 | 2 | FINOPS_COMPLIANT_SCHEMA | RETAIN_STORAGE_CONFIGURATION | 200
